Country Name	Country Code	Indicator Name	Indicator Code	"$1,960 "	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014
Brazil	BRA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.649630979	0.661770535	0.701235515	0.705320917	0.698986877	0.675446675	0.749139805	0.750561092	0.854945684	0.907249859	0.983579957	1.050207246	1.141987419	1.291260645	1.365352349	1.40471881	1.407767882	1.443825283	1.530792389	1.591332374	1.54416234	1.385189279	1.356283772	1.282947099	1.271128076	1.335891636	1.435986871	1.468996065	1.453899001	1.459005827	1.398620609	1.443186893	1.427921974	1.468431889	1.516257008	1.591823026	1.726864217	1.793828678	1.835152374	1.853290732	1.871118313	1.898353874	1.844379611	1.762482362	1.828671981	1.858087992	1.839393859	1.901371917	2.008670258	1.883811784	2.132937571	2.211587235	2.343570115	2.488417184	2.594388285
Barbados	BRB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.746296641	0.838884141	1.119400996	0.816329676	0.766085262	0.872449803	1.134072461	1.425756801	1.85515116	2.019128841	1.796284666	2.016555919	2.080752648	1.977055347	2.009405453	2.310188836	2.148829634	2.373090713	2.522573111	2.394279731	2.675432405	2.709534535	2.542504954	2.694225949	2.931381347	3.309877151	3.57078867	3.658302635	3.659524924	3.81599334	4.126491124	4.617521768	3.734358313	4.237227706	2.833429919	3.127812228	3.198983237	3.379280376	4.256155999	4.499854977	4.402894974	4.511188282	4.525025969	4.660219351	4.739998755	4.938242904	4.986412836	4.93979359	5.844583314	5.807257514	5.285997375	5.449513722	5.222107001	5.127146392	4.490177673
Brunei Darussalam	BRN	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	4.082170163	3.555785317	4.137439117	3.801177652	3.485313956	3.257964364	4.578795333	3.911675289	3.637465028	3.944190598	63.36026331	55.38621929	66.59154097	67.18883953	52.7676924	43.79868375	35.81463406	36.591739	52.64091318	39.6488415	35.48849955	7.349211585	10.15804258	12.7571275	8.788284676	11.5639075	9.954492319	13.96602587	23.38582906	25.23746988	23.93323802	19.94117338	19.03349722	17.63537663	16.21193334	16.1145051	15.98225134	16.21744787	16.50725514	11.98024451	14.14020184	13.25056672	12.62269977	12.99158717	13.90208971	13.70764162	13.13286158	22.45018193	24.04688439	20.48624704	21.10594553	24.60717794	24.18076388	19.23359197	22.12470124
Bhutan	BTN	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC											0.012292952	0.011903796	0.011529815	0.011169254	0.010818928	0.010477682	0.010145108	0.019645134	0.028545555	0.055366265	0.053772008	0.061061421	0.076564204	0.066394023	0.113149079	0.133437362	0.113893306	0.205172679	0.212672999	0.117563747	0.238879169	0.348078484	0.407042002	0.350495205	0.411780764	0.484302076	0.579057237	0.742063417	0.703429831	0.690592474	0.690660881	0.653044437	0.689377786	0.605839592	0.481081773	0.603125919	0.583684405	0.571168834	0.601619231	0.544051575	0.67026322	0.990398509	1.086025018	1.203220818	1.289321371
Botswana	BWA	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC													0.02961896	0.06680182	0.11054962	0.226456699	0.692487658	0.875712783	0.89739377	0.977444755	0.985282043	0.97113628	1.022503251	0.925362291	0.907758414	0.974483523	0.869814397	0.980330836	0.999974651	1.067560748	1.9613582	1.86102584	1.909275308	2.139318241	1.978706426	1.94206147	1.719127713	1.710752396	2.003027027	1.859535656	2.187461379	2.194012884	2.235280932	2.121745415	2.130846266	2.207093561	2.195251343	2.210450822	2.315483179	1.900285977	2.325924404	2.036091061	2.025409285	2.456718254	3.243287637
Central African Republic	CAF	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.058535106	0.057550645	0.047113662	0.04624903	0.045369177	0.053375933	0.050116912	0.053342744	0.104452461	0.104349354	0.114298666	0.098332187	0.08876519	0.083304721	0.057542795	0.050895918	0.062230745	0.060813843	0.067836776	0.046280157	0.046645329	0.057814545	0.059124524	0.058833557	0.058596471	0.06125049	0.05982539	0.094495079	0.082148277	0.08680293	0.067358102	0.068118611	0.069885817	0.070314804	0.071821206	0.069998303	0.068306236	0.069851412	0.069315906	0.071813797	0.07128948	0.064111687	0.062874461	0.058942176	0.057875688	0.056853953	0.059345636	0.059175593	0.058227969	0.057449997	0.059350908	0.0622615	0.06533025	0.06601109	0.066593111
Canada	CAN	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	10.77084729	10.62789765	11.13062748	11.1321024	12.3053704	12.81400147	12.93491815	13.8103546	14.6326452	14.61864861	16.01414875	16.29009027	17.329425	17.05995183	17.12344306	17.11161334	16.97924845	17.15211666	17.30306507	18.2093278	18.02276896	17.26921369	16.45944925	16.0546492	16.55885484	16.27010385	15.45768406	16.24667458	16.95682428	16.92078279	15.65907038	15.14925974	15.46230657	15.45362956	15.6928759	15.93097506	16.15737155	16.51685906	16.7460786	16.89846016	17.36711469	16.98502952	16.55937785	17.46119914	17.25891114	17.25108328	16.69669436	16.85588274	16.87519788	15.96156016	15.723167	15.63975962	14.89063564	14.71197182	15.11715878
Central Europe and the Baltics	CEB	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	5.10421586	5.33028196	5.658222096	6.064374202	6.454180764	6.604156794	6.764737456	6.972705084	7.381375836	7.875335532	8.151359111	8.356017432	8.662490497	8.957171466	9.172722899	9.69997821	10.18486006	10.51747689	10.98399734	11.03476125	11.26310933	10.51451937	10.72489619	10.76940395	10.7037198	10.84689651	10.99330237	11.25176567	10.82732581	10.50729036	9.014362065	8.253095474	7.903413521	7.837642108	7.357426629	7.543603337	7.681572172	7.489405371	7.072477883	6.693928776	6.606420234	6.822125501	6.75654044	6.997372921	6.923880599	6.97931376	7.243359955	7.271122792	7.148695308	6.50781501	6.8200423	6.864349465	6.504366995	6.344838262	6.14888254
Switzerland	CHE	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	3.664365979	3.751824984	4.333572069	5.111295488	4.865282038	5.185731956	5.327620031	5.434600874	5.937701579	6.208288851	6.519570443	6.750434987	6.863739819	7.334759289	6.541311271	6.168137541	6.423427895	6.540985491	6.720778708	6.340850586	6.414949786	6.11563526	5.73116759	6.242518469	6.08124526	6.155338532	6.502824669	6.150039281	6.174526108	5.937782989	6.345085168	6.280297083	6.224236273	5.873423831	5.90858368	5.571316975	5.640102519	5.849483122	5.865651918	5.696073665	5.435484985	5.93984844	5.586512817	5.474267138	5.46256894	5.558350382	5.592175318	5.03057402	5.283044324	5.377973641	4.983428945	4.672038363	4.723574287	4.972835876	4.311562994
Channel Islands	CHI	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC																																																							
Chile	CHL	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.74828931	1.834393262	2.073249664	2.104406168	2.078630025	2.061791371	2.134122488	2.140534437	2.309827745	2.405111171	2.578899012	2.780393792	2.841192362	2.738910363	2.527991081	2.205358346	2.273492157	2.146436434	2.099400016	2.240475421	2.242599252	2.146509564	1.774807599	1.766433646	1.852215206	1.765309792	1.796470848	1.800285847	2.10217257	2.486369471	2.515810521	2.327632166	2.37545707	2.494295837	2.704048338	2.919931315	3.345311359	3.837728903	3.871743532	4.079267746	3.853499375	3.453563552	3.530720028	3.519261571	3.742118302	3.828453643	3.971510482	4.343916544	4.312294329	3.969555616	4.251715171	4.619729537	4.677982797	4.76586599	4.687376624
China	CHN	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	1.170381372	0.836046901	0.661428164	0.640001899	0.625646054	0.665524211	0.710891382	0.574162147	0.605451997	0.725149509	0.942934535	1.042239697	1.080676637	1.098195691	1.097367111	1.250124095	1.285283136	1.388842897	1.52920111	1.542675099	1.495250749	1.460431817	1.566739684	1.629055908	1.75044806	1.871054791	1.939434257	2.038410689	2.150905225	2.153077911	2.151570906	2.229439639	2.309463675	2.442800659	2.565993892	2.755754966	2.844309582	2.820567891	2.67674598	2.648649247	2.696862433	2.742120813	3.007083197	3.524074093	4.037990651	4.523178064	4.980314197	5.334909929	5.701915025	6.010102433	6.560520007	7.241515419	7.424750916	7.557211045	7.543907641
Cote d'Ivoire	CIV	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.129823984	0.149888	0.152749064	0.155966776	0.183439736	0.271517063	0.288476076	0.319735639	0.364858338	0.414983102	0.465859974	0.493900176	0.525383714	0.533538182	0.564709743	0.603711916	0.572589529	0.559497618	0.63518226	0.683552091	0.750318646	0.515509766	0.675464673	0.513153614	0.55008424	0.716715523	0.561775801	0.697151389	0.80181701	0.719818657	0.410408539	0.358909924	0.311456361	0.392468001	0.332757416	0.455196818	0.522835333	0.490010026	0.435158322	0.384467081	0.406991231	0.453421366	0.419561908	0.308844016	0.425832957	0.426769671	0.374162963	0.355057998	0.347554665	0.283812055	0.341512032	0.346951476	0.434007998	0.486455715	0.490206046
Cameroon	CMR	CO2 emissions (metric tons per capita)	EN.ATM.CO2E.PC	0.052423483	0.053424155	0.053647627	0.054470275	0.059749401	0.053946687	0.058274021	0.075657679	0.081511439	0.089880713	0.097747193	0.120996992	0.125340571	0.127243381	0.134458102	0.155878044	0.142483061	0.19843051	0.246497366	0.21875303	0.453143953	0.601464525	0.692675032	0.697680985	0.62181487	0.644368874	0.192398754	0.17244332	0.199441307	0.671349506	0.148054522	0.091517436	0.305264893	0.305514332	0.291185813	0.314096492	0.323094881	0.227028801	0.220925365	0.206842771	0.224712545	0.218308253	0.212475488	0.229828383	0.23330822	0.212179525	0.215723212	0.317155402	0.293251264	0.346083304	0.33951502	0.281094803	0.290648216	0.312755732	0.314928068
